2023-06-27T22-41-13: LogOut_File: : logfile started
2023-06-27T22-41-13: Net Status: low-level initialize success.
2023-06-27T22-41-13: Note: this version (1/29/2017) has new data fields added
2023-06-27T22-41-13: time = time since start of game in ms.
2023-06-27T22-41-13: address = address of IP address
2023-06-27T22-41-13: incoming = total size of messages set to me in bytes. Spikes can indicate lag.
2023-06-27T22-41-13: outgoing = total size of messages set from me in bytes. Spikes can indicate lag.
2023-06-27T22-41-13: app_ctos = client to server bytes delta excluding overheads (app data only)
2023-06-27T22-41-13: app_stoc = server to client bytes delta excluding overheads (app data only)
2023-06-27T22-41-13: loss = number of packets lost. Can indicate lags.  Some node on the network is dropping packets or taking to long and we have to resend them.
2023-06-27T22-41-13: sent = number of packets sent. Spikes can indicate lag.
2023-06-27T22-41-13: ping = how long it takes for a packet to get back and forth. Spikes can indicate lag.
2023-06-27T22-41-13: variance = how much the ping is changing from avg ping. Spikes can indicate lag.
2023-06-27T22-41-13: reliable delayed = This occurs when we drop reliable packets from sending this frame because we are sending to much data. Unreliable are more likely to be dropped than reliable.
2023-06-27T22-41-13: unreliable delayed = This occurs when we drop unreliable packets from sending this frame because we are sending to much data.
2023-06-27T22-41-13: app update delayed = This occurs when the app is taking to long to run code caused by network packets (ie CPU) and packets are delayed until the next frame
2023-06-27T22-41-13: Time spent in critical section (frame) = This is the time the network thread is blocking the main thread from doing anything.
2023-06-27T22-41-13: Latency in Window = The average Latency in ms. of Reliable packets during this time slice
2023-06-27T22-41-13: Packet Loss percentage in Window = The packet loss percentage of Reliable packets during this time slice
2023-06-27T22-41-13: Jitter in Window = The average Jitter in ms. of Reliable packets during this time slice
2023-06-27T22-41-13: Overall Latency Min = The lowest Latency seen in ms. of Reliable packets up to this point in time
2023-06-27T22-41-13: Overall Latency Max = The largest Latency seen in ms. of Reliable packets up to this point in time
2023-06-27T22-41-13: Latency Min in Window = The lowest Latency seen in ms. of Reliable packets during this time slice
2023-06-27T22-41-13: Latency Max in Window = The largest Latency seen in ms. of Reliable packets during this time slice
2023-06-27T22-41-13: Latency packet samples = number of packets used in determining average latency from start of game
2023-06-27T22-41-13: Jitter packet samples = number of packets used in determining average jitter from start of game
2023-06-27T22-41-13: reconnect = flag to indicate one or more reconnects occurred
2023-06-27T22-41-13: [time], [address], [incoming], [outgoing], [app_ctos], [app_stoc], [loss], [sent], [ping], [variance], [reliable delayed], [unreliable delayed], [app update delayed], [Time spent in critical section (frame)], [Latency in Window], [Packet Loss percentage in Window], [Jitter in Window], [Overall Latency Min], [Overall Latency Max], [Latency Min in Window], [Latency Maxin Window], [Latency packet Samples], [Jitter Packet Samples],[reconnect]
1110417,X.X.X.X,8609599,2051283,22246,130698,0,26483,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,26481,26481,0
1120421,X.X.X.X,8707928,2070329,19046,98329,0,26707,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,26705,26705,0
1130425,X.X.X.X,8800145,2088515,18186,92217,0,26929,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,26927,26927,0
1140431,X.X.X.X,8855608,2103705,15190,55463,0,27124,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,27121,27121,0
1150438,X.X.X.X,8915252,2117602,13897,59644,0,27269,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,27267,27267,0
1160439,X.X.X.X,9003278,2135899,18297,88026,0,27484,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,27482,27482,0
1170444,X.X.X.X,9072965,2155051,19152,69687,0,27740,24,0,0,0,0,0,24,0.000000,2,24,24,24,24,27738,27738,0
1180449,X.X.X.X,9163156,2174566,19515,90191,0,27982,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,27979,27979,0
1190456,X.X.X.X,9225880,2193141,18575,62724,0,28229,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,28226,28226,0
1200461,X.X.X.X,9299111,2210357,17216,73231,0,28452,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,28450,28450,0
1210467,X.X.X.X,9390984,2230866,20509,91873,0,28717,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,28715,28715,0
1220470,X.X.X.X,9474201,2251970,21104,83217,0,28998,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,28996,28996,0
1230473,X.X.X.X,9592788,2273406,21436,118587,0,29270,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,29268,29268,0
1240477,X.X.X.X,9739730,2297910,24504,146942,0,29555,24,0,0,0,0,0,24,0.000000,1,24,24,24,24,29552,29552,0
1250479,X.X.X.X,9811310,2315206,17296,71580,0,29772,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,29769,29769,0
1260485,X.X.X.X,9880183,2331969,16763,68873,0,29988,24,0,0,0,0,0,24,0.000000,1,24,24,24,24,29985,29985,0
1270485,X.X.X.X,9951763,2346473,14504,71580,0,30148,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,30146,30146,0
1280486,X.X.X.X,10025263,2362476,16003,73500,0,30338,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,30336,30336,0
1290491,X.X.X.X,10118636,2380920,18444,93373,0,30547,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,30545,30545,0
1300493,X.X.X.X,10220001,2402887,21967,101365,0,30828,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,30825,30825,0
1310500,X.X.X.X,10313116,2423864,20977,93115,0,31093,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,31090,31090,0
1320503,X.X.X.X,10422375,2445116,21252,109259,0,31349,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,31347,31347,0
1330510,X.X.X.X,10509990,2464220,19104,87615,0,31574,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,31572,31572,0
1340511,X.X.X.X,10565878,2481305,17085,55888,0,31786,24,0,0,0,0,0,24,0.000000,1,24,24,24,24,31784,31784,0
1350512,X.X.X.X,10634840,2500266,18961,68962,0,32039,24,0,0,0,0,0,24,0.000000,1,24,24,24,24,32037,32037,0
1360513,X.X.X.X,10714786,2518791,18525,79946,0,32274,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,32271,32271,0
1370513,X.X.X.X,10828119,2537493,18702,113333,0,32478,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,32476,32476,0
1380517,X.X.X.X,10915504,2557903,20410,87385,0,32745,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,32743,32743,0
1390518,X.X.X.X,11021154,2579134,21231,105650,0,33025,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,33022,33022,0
1400521,X.X.X.X,11108544,2598808,19674,87390,0,33284,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,33281,33281,0
1410526,X.X.X.X,11193805,2617762,18954,85261,0,33539,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,33537,33537,0
1420527,X.X.X.X,11306410,2637812,20050,112605,0,33774,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,33772,33772,0
1430531,X.X.X.X,11405656,2658460,20648,99246,0,34033,24,0,0,0,0,0,24,0.000000,1,24,24,24,24,34030,34030,0
1440534,X.X.X.X,11493493,2678394,19934,87837,0,34298,24,0,0,0,0,0,24,0.000000,2,24,24,24,24,34295,34295,0
1450540,X.X.X.X,11563031,2697524,19130,69538,0,34548,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,34545,34545,0
1460543,X.X.X.X,11639685,2717505,19981,76654,0,34813,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,34810,34810,0
1470548,X.X.X.X,11716153,2736120,18615,76468,0,35043,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,35040,35040,0
1480551,X.X.X.X,11789427,2756444,20324,73274,0,35301,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,35298,35298,0
1490554,X.X.X.X,11867327,2775293,18849,77900,0,35542,24,0,0,0,0,0,24,0.000000,2,24,24,24,24,35540,35540,0
1500554,X.X.X.X,12002976,2799596,24303,135649,0,35837,24,0,0,0,0,0,24,0.000000,1,24,24,24,24,35835,35835,0
1510554,X.X.X.X,12133275,2820424,20828,130299,0,36090,24,0,0,0,0,0,24,0.000000,2,24,24,24,24,36087,36087,0
1520559,X.X.X.X,12222735,2838090,17666,89460,0,36311,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,36309,36309,0
1530564,X.X.X.X,12301054,2857348,19258,78319,0,36563,24,0,0,0,0,0,24,0.000000,1,24,24,24,24,36560,36560,0
1540569,X.X.X.X,12398833,2877736,20388,97779,0,36806,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,36804,36804,0
1550574,X.X.X.X,12458771,2894935,17199,59938,0,37034,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,37032,37032,0
1560578,X.X.X.X,12522835,2910605,15670,64064,0,37235,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,37233,37233,0
1570582,X.X.X.X,12595817,2929763,19158,72982,0,37485,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,37481,37481,0
1580587,X.X.X.X,12682171,2949682,19919,86354,0,37747,24,0,0,0,0,0,24,0.000000,2,24,24,24,24,37744,37744,0
1590590,X.X.X.X,12769260,2968791,19109,87089,0,37991,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,37988,37988,0
1600593,X.X.X.X,12905717,2991917,23126,136457,0,38254,24,0,0,0,0,0,24,0.000000,1,24,24,24,24,38252,38252,0
1610594,X.X.X.X,12976866,3008856,16939,71149,0,38460,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,38458,38458,0
1620601,X.X.X.X,13046544,3023591,14735,69678,0,38620,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,38618,38618,0
1630604,X.X.X.X,13141680,3039453,15862,95136,0,38773,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,38771,38771,0
1640605,X.X.X.X,13227217,3054087,14634,85537,0,38921,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,38918,38918,0
1650609,X.X.X.X,13327668,3069893,15806,100451,0,39086,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,39083,39083,0
1660611,X.X.X.X,13434436,3087224,17331,106768,0,39269,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,39267,39267,0
1670613,X.X.X.X,13495094,3102195,14971,60658,0,39447,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,39445,39445,0
1680618,X.X.X.X,13594815,3119690,17495,99721,0,39660,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,39656,39656,0
1690619,X.X.X.X,13695095,3140606,20916,100280,0,39927,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,39924,39924,0
1700625,X.X.X.X,13773407,3160267,19661,78312,0,40191,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,40188,40188,0
1710626,X.X.X.X,13883823,3182383,22116,110416,0,40484,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,40481,40481,0
1720630,X.X.X.X,13972020,3203402,21019,88197,0,40757,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,40755,40755,0
1730631,X.X.X.X,14027395,3218998,15596,55375,0,40952,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,40949,40949,0
1740637,X.X.X.X,14140826,3240073,21075,113431,0,41220,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,41217,41217,0
1750643,X.X.X.X,14257866,3261264,21191,117040,0,41489,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,41487,41487,0
1760649,X.X.X.X,14329095,3280169,18905,71229,0,41729,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,41727,41727,0
1770656,X.X.X.X,14414940,3301043,20874,85845,0,42007,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,42005,42005,0
1780660,X.X.X.X,14550398,3323963,22920,135458,0,42266,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,42264,42264,0
1790664,X.X.X.X,14667195,3347371,23408,116797,0,42565,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,42562,42562,0
1800667,X.X.X.X,14788577,3367452,20081,121382,0,42805,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,42803,42803,0
1810668,X.X.X.X,14894260,3386657,19205,105683,0,43033,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,43030,43030,0
1820676,X.X.X.X,15011243,3405798,19141,116983,0,43249,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,43247,43247,0
1830679,X.X.X.X,15091666,3423340,17542,80423,0,43468,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,43466,43466,0
1840680,X.X.X.X,15174550,3441864,18524,82884,0,43695,24,0,0,0,0,0,24,0.000000,1,24,24,24,24,43692,43692,0
1850685,X.X.X.X,15249455,3460088,18224,74905,0,43927,24,0,0,0,0,0,24,0.000000,2,24,24,24,24,43924,43924,0
1860689,X.X.X.X,15323677,3478457,18369,74222,0,44168,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,44166,44166,0
1870693,X.X.X.X,15411008,3498758,20301,87331,0,44426,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,44423,44423,0
1880694,X.X.X.X,15482224,3517055,18297,71216,0,44663,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,44661,44661,0
1890696,X.X.X.X,15571699,3537277,20222,89475,0,44930,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,44928,44928,0
1900703,X.X.X.X,15664917,3558012,20735,93218,0,45197,24,0,0,0,0,0,24,0.000000,1,24,24,24,24,45195,45195,0
1910704,X.X.X.X,15747738,3578779,20767,82821,0,45476,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,45474,45474,0
1920706,X.X.X.X,15845472,3597921,19142,97734,0,45719,24,0,0,0,0,0,24,0.000000,1,24,24,24,24,45716,45716,0
1930710,X.X.X.X,15918724,3615951,18030,73252,0,45934,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,45931,45931,0
1940716,X.X.X.X,16033831,3638308,22357,115107,0,46217,24,0,0,0,0,0,24,0.000000,2,24,24,24,24,46214,46214,0
1950718,X.X.X.X,16156832,3661836,23528,123001,0,46508,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,46506,46506,0
1960722,X.X.X.X,16251261,3680891,19055,94429,0,46720,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,46717,46717,0
1970725,X.X.X.X,16322484,3698974,18083,71223,0,46964,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,46962,46962,0
1980731,X.X.X.X,16392221,3716413,17439,69737,0,47186,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,47183,47183,0
1990733,X.X.X.X,16468616,3733296,16883,76395,0,47393,24,0,0,0,0,0,24,0.000000,2,24,24,24,24,47391,47391,0
2000737,X.X.X.X,16549380,3751985,18689,80764,0,47644,24,0,0,0,0,0,24,0.000000,2,24,24,24,24,47641,47641,0
2010740,X.X.X.X,16611915,3767022,15037,62535,0,47816,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,47814,47814,0
2020745,X.X.X.X,16691092,3784758,17736,79177,0,48032,24,0,0,0,0,0,24,0.000000,2,24,24,24,24,48029,48029,0
2030747,X.X.X.X,16754727,3801130,16372,63635,0,48243,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,48241,48241,0
2040752,X.X.X.X,16823459,3819005,17875,68732,0,48479,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,48477,48477,0
2050759,X.X.X.X,16927872,3841652,22647,104413,0,48770,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,48768,48768,0
2060761,X.X.X.X,17043085,3864155,22503,115213,0,49050,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,49048,49048,0
2070765,X.X.X.X,17147520,3885291,21136,104435,0,49324,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,49322,49322,0
2080767,X.X.X.X,17221250,3904581,19290,73730,0,49573,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,49570,49570,0
2090771,X.X.X.X,17315898,3926815,22234,94648,0,49877,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,49874,49874,0
2100777,X.X.X.X,17415219,3948972,22157,99321,0,50166,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,50164,50164,0
2110781,X.X.X.X,17490716,3969884,20912,75497,0,50456,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,50454,50454,0
2120784,X.X.X.X,17594944,3992153,22269,104228,0,50750,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,50747,50747,0
2130791,X.X.X.X,17714797,4015642,23489,119853,0,51054,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,51051,51051,0
2140795,X.X.X.X,17885263,4041660,26018,170466,0,51335,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,51332,51332,0
2150800,X.X.X.X,17978154,4064164,22504,92891,0,51629,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,51626,51626,0
2160803,X.X.X.X,18041945,4082387,18223,63791,0,51858,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,51855,51855,0
2170806,X.X.X.X,18110525,4101964,19577,68580,0,52114,24,0,0,0,0,0,24,0.000000,1,24,24,24,24,52110,52110,0
2180810,X.X.X.X,18193366,4123363,21399,82841,0,52394,24,0,0,0,0,0,24,0.000000,1,24,24,24,24,52391,52391,0
2190815,X.X.X.X,18250185,4141596,18233,56819,0,52646,24,0,0,0,0,0,24,0.000000,2,24,24,24,24,52643,52643,0
2200816,X.X.X.X,18317149,4159620,18024,66964,0,52872,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,52869,52869,0
2210820,X.X.X.X,18409342,4177667,18047,92193,0,53098,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,53096,53096,0
2220821,X.X.X.X,18508157,4196210,18543,98815,0,53320,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,53318,53318,0
2230822,X.X.X.X,18620193,4218498,22288,112036,0,53609,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,53606,53606,0
2240827,X.X.X.X,18726033,4239941,21443,105840,0,53880,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,53877,53877,0
2250829,X.X.X.X,18827051,4261954,22013,101018,0,54171,24,0,0,0,0,0,24,0.000000,1,24,24,24,24,54169,54169,0
2260836,X.X.X.X,18986806,4288560,26606,159755,0,54469,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,54467,54467,0
2270842,X.X.X.X,19130098,4310363,21803,143292,0,54711,23,0,0,0,0,0,23,0.000000,1,23,23,23,23,54709,54709,0
2275615,X.X.X.X,19138112,4313410,3047,8014,0,54750,23,0,0,0,0,0,23,0.000000,0,23,23,23,23,54741,54741,0
2023-06-27T23-18-59: Memory Allocations 
2023-06-27T23-18-59: LogOut_File: : logfile stopped
